Risk_Category,Issue_Type,Ward,City,State,Date,Year,Month,Day_of_Week,Risk_Level,Area_Type,Event_Type,Season,Complaint_Count,Population_Affected,Latitude,Longitude,Complaint_adj,Log_Complaint,Complaint_Per_1000,Pop_log,Day_num,Is_Weekend,Season_num,Quarter,Week_of_Year,Is_Festival,Is_Tourist,Month_sin,Month_cos,C_x_Season,C_x_Weekend,C_x_Festival,C_x_Tourist,Pop_x_C,C_x_Month,C_x_Quarter,C_x_Lat,C_x_Year,Year_norm,Lat_x_Lon,Pop_density,Risk_Category_enc,Issue_Type_enc,Ward_enc,City_enc,State_enc,Area_Type_enc,Event_Type_enc,Risk_Level_enc
Summer Water Service Risk,Water Supply,Ward_22,Shimla,Himachal Pradesh,2016-07-13,2016,7,Wednesday,Low,Residential,Public Event,Winter,58.0,115954.0,31.1048,77.1734,72.8,4.301358731606427,0.6278,11.660957463789307,2,0,2,3,28,0,0,-0.4999999999999997,-0.8660254037844388,145.6,0.0,0.0,0.0,50.15796120576128,509.6,218.4,2264.42944,72.8,1,2400.46317232,1571.1924119241194,2,5,14,14,3,3,2,2
Tourist Season Sanitation Risk,Crowd Management,Ward_44,Hyderabad,Telangana,2020-08-22,2020,8,Saturday,High,Tourist,No_Event,Summer,367.0,678460.0,17.385,78.4867,368.1,5.911067610035953,0.5426,13.427582276870329,5,1,0,3,34,1,0,-0.8660254037844384,-0.5000000000000004,0.0,368.1,368.1,0.0,79.37134667790102,2944.8,1104.3000000000002,6399.418500000001,1840.5,5,1364.4912795,1838.146843673801,3,0,38,4,10,5,1,1
Public Event & Gathering Risk,Crowd Management,Ward_33,Hyderabad,Telangana,2022-01-20,2022,1,Thursday,Low,Commercial,Tourist,Summer,69.0,519756.0,17.385,78.4867,71.4,4.282206299391671,0.1374,13.161116673643036,3,0,0,1,3,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,71.4,71.4,56.35861672690296,71.4,71.4,1241.2890000000002,499.80000000000007,7,1364.4912795,7178.950276243093,1,0,26,4,10,0,3,2
Festival Crowd Waste Risk,Crowd Management,Ward_18,Bengaluru,Karnataka,2018-07-10,2018,7,Tuesday,Medium,Residential,Weekend,Summer,239.0,224745.0,12.9716,77.5946,231.6,5.449320240084564,1.0305,12.322726154622652,1,0,0,3,28,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,67.15048104740464,1621.2,694.8,3004.22256,694.8,3,1006.52611336,966.2295786758384,0,0,9,1,4,3,4,3
Public Event & Gathering Risk,Sanitation,Ward_41,Hyderabad,Telangana,2024-07-08,2024,7,Monday,Critical,Event Ground,Tourist,Summer,585.0,499991.0,17.385,78.4867,581.2,6.366814031311523,1.1624,13.122347377276329,0,0,0,3,28,0,0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,83.54754540538688,4068.400000000001,1743.6,10104.162000000002,5230.8,9,1364.4912795,858.7959464101683,1,2,35,4,10,1,3,0
Tourist Season Sanitation Risk,Traffic,Ward_5,Chennai,Tamil Nadu,2024-05-31,2024,5,Friday,Critical,Temple,No_Event,Monsoon,425.0,364313.0,13.0827,80.2707,432.4,6.071661089102259,1.1869,12.805771412123743,4,0,1,2,22,0,0,0.4999999999999999,-0.8660254037844387,432.4,0.0,0.0,0.0,77.75230399892982,2162.0,864.8,5656.95948,3891.6,9,1050.1574868900002,840.5929856945086,3,4,44,2,9,4,1,0
Weekend Market Congestion Risk,Sanitation,Ward_34,Chennai,Tamil Nadu,2021-10-01,2021,10,Friday,Low,Temple,No_Event,Monsoon,78.0,62671.0,13.0827,80.2707,92.4,4.536891345234797,1.4744,11.045670055905612,4,0,1,4,39,1,0,-0.8660254037844386,0.5000000000000001,92.4,0.0,92.4,0.0,50.11300487895733,924.0,369.6,1208.84148,554.4000000000001,6,1050.1574868900002,670.9957173447538,4,2,27,2,9,4,1,2
Festival Crowd Waste Risk,Traffic,Ward_39,Delhi,Delhi,2017-01-17,2017,1,Tuesday,Critical,Tourist,Festival,Summer,449.0,227728.0,28.6139,77.209,447.3,6.105462651161393,1.9642,12.335911604504306,1,0,0,1,3,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,447.3,447.3,75.31644756932945,447.3,447.3,12798.99747,894.6,2,2209.2506051,507.9812625474013,0,4,32,3,0,5,0,0
Tourist Season Sanitation Risk,Sanitation,Ward_43,Thiruvananthapuram,Kerala,2018-02-21,2018,2,Wednesday,Low,Residential,Festival,Summer,130.0,294041.0,8.5241,76.9366,124.6,4.833102254034098,0.4238,12.591477893260564,2,0,0,1,8,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,124.6,60.85590018753816,249.2,124.6,1062.10286,373.8,3,655.81527206,2341.0907643312103,3,2,37,15,5,3,0,2
Festival Crowd Waste Risk,Water Supply,Ward_1,Prayagraj,Uttar Pradesh,2017-07-22,2017,7,Saturday,High,Market,Public Event,Monsoon,346.0,267236.0,25.4358,81.8463,346.0,5.849324779946859,1.2947,12.495891184112011,5,1,1,3,29,0,0,-0.4999999999999997,-0.8660254037844388,346.0,346.0,0.0,0.0,73.0925259507459,2422.0,1038.0,8800.7868,692.0,2,2081.82611754,770.1325648414986,0,5,0,12,11,2,2,1
Weekend Market Congestion Risk,Sanitation,Ward_10,Mumbai,Maharashtra,2020-04-12,2020,4,Sunday,Medium,Event Ground,No_Event,Winter,260.0,797607.0,19.076,72.8777,267.2,5.591732970847578,0.335,13.589372527669736,6,1,2,2,15,0,0,0.8660254037844387,-0.4999999999999998,534.4,267.2,0.0,0.0,75.98814241610114,1068.8,534.4,5097.1072,1336.0,5,1390.2150052000002,2973.9261744966443,4,2,1,9,7,1,1,3
Festival Crowd Waste Risk,Water Supply,Ward_34,Kochi,Kerala,2023-12-14,2023,12,Thursday,Low,Residential,Weekend,Monsoon,99.0,607851.0,9.9312,76.2673,81.7,4.415219602029645,0.1344,13.31768671026396,3,0,1,4,50,1,1,-2.4492935982947064e-16,1.0,81.7,0.0,81.7,81.7,58.80051141684714,980.4,326.8,811.37904,653.6,8,757.4258097600001,7350.072551390568,0,5,27,7,5,3,4,2
Public Event & Gathering Risk,Crowd Management,Ward_21,Chennai,Tamil Nadu,2019-03-12,2019,3,Tuesday,Critical,Commercial,Tourist,Winter,485.0,292153.0,13.0827,80.2707,457.4,6.12774216540053,1.5656,12.585036339485637,1,0,2,1,11,1,1,1.0,6.123233995736766e-17,914.8,0.0,457.4,457.4,77.11785783056408,1372.1999999999998,457.4,5984.026980000001,1829.6,4,1050.1574868900002,637.3320244328098,1,0,13,2,9,0,3,0
Summer Water Service Risk,Traffic,Ward_30,Delhi,Delhi,2024-11-25,2024,11,Monday,High,Commercial,Tourist,Monsoon,359.0,631951.0,28.6139,77.209,352.4,5.867600559885596,0.5576,13.356568720877606,0,0,1,4,48,1,1,-0.5000000000000004,0.8660254037844384,352.4,0.0,352.4,352.4,78.37101010477188,3876.4,1409.6,10083.53836,3171.6,9,2209.2506051,1788.203169213356,2,4,23,3,0,0,3,1
Tourist Season Sanitation Risk,Public Safety,Ward_40,Kolkata,West Bengal,2018-02-28,2018,2,Wednesday,Critical,Tourist,Weekend,Summer,484.0,487828.0,22.5726,88.3639,469.4,6.153583396584417,0.9622,13.097720213591346,2,0,0,1,9,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,469.4,80.59791363946381,938.8,469.4,10595.57844,1408.1999999999998,3,1994.60296914,1037.049319727891,3,1,34,8,12,5,4,0
Summer Water Service Risk,Sanitation,Ward_22,Shimla,Himachal Pradesh,2023-07-01,2023,7,Saturday,High,Tourist,Tourist,Summer,307.0,789196.0,31.1048,77.1734,300.9,5.710095836712793,0.3813,13.578771251805582,5,1,0,3,26,0,0,-0.4999999999999997,-0.8660254037844388,0.0,300.9,0.0,0.0,77.53608519261041,2106.3,902.7,9359.43432,2407.2,8,2400.46317232,2614.0973832394834,2,2,14,14,3,5,3,1
Summer Water Service Risk,Sanitation,Ward_13,Bengaluru,Karnataka,2022-01-19,2022,1,Wednesday,High,Commercial,Public Event,Winter,359.0,799677.0,12.9716,77.5946,357.2,5.881091489626612,0.4467,13.591964425625196,2,0,2,1,3,1,1,0.4999999999999999,0.8660254037844387,714.4,0.0,357.2,357.2,79.935586310852,357.2,357.2,4633.45552,2500.4,7,1006.52611336,2232.4874371859296,2,2,4,1,4,0,2,1
Public Event & Gathering Risk,Public Safety,Ward_47,Mumbai,Maharashtra,2018-12-27,2018,12,Thursday,Medium,Tourist,No_Event,Monsoon,219.0,305699.0,19.076,72.8777,213.6,5.368775830196598,0.6987,12.630359507878923,3,0,1,4,52,1,1,-2.4492935982947064e-16,1.0,213.6,0.0,213.6,213.6,67.80956885259417,2563.2,854.4,4074.6336,640.8,3,1390.2150052000002,1424.50605778192,1,1,41,9,7,5,1,3
Public Event & Gathering Risk,Public Safety,Ward_23,Chennai,Tamil Nadu,2021-09-14,2021,9,Tuesday,Critical,Commercial,Festival,Summer,434.0,370202.0,13.0827,80.2707,451.4,6.114566744241966,1.2193,12.821806782816411,1,0,0,3,37,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,451.4,0.0,78.3997933553053,4062.6,1354.1999999999998,5905.53078,2708.4,6,1050.1574868900002,818.3068081343944,1,1,15,2,9,0,0,0
Festival Crowd Waste Risk,Solid Waste,Ward_38,Jaipur,Rajasthan,2022-03-08,2022,3,Tuesday,Low,Residential,Festival,Summer,84.0,573398.0,26.9124,75.7873,87.9,4.487512142519859,0.1533,13.259337088446628,1,0,0,1,10,1,1,1.0,6.123233995736766e-17,0.0,0.0,87.9,87.9,59.50143618616816,263.70000000000005,87.9,2365.5999600000005,615.3000000000001,7,2039.61813252,6449.921259842519,0,3,31,6,8,3,0,2
Summer Water Service Risk,Sanitation,Ward_4,Kolkata,West Bengal,2022-12-24,2022,12,Saturday,High,Commercial,Public Event,Winter,403.0,73112.0,22.5726,88.3639,406.6,6.01028630134857,5.5613,11.199761468503755,5,1,2,4,51,1,1,-2.4492935982947064e-16,1.0,813.2,406.6,406.6,406.6,67.31377293251967,4879.200000000001,1626.4,9178.019160000002,2846.2000000000003,7,1994.60296914,179.3719332679097,2,2,33,8,12,0,2,1
Weekend Market Congestion Risk,Public Safety,Ward_44,Prayagraj,Uttar Pradesh,2019-11-16,2019,11,Saturday,Medium,Market,Public Event,Winter,253.0,445522.0,25.4358,81.8463,260.5,5.566434283504978,0.5847,13.007004151945312,5,1,2,4,46,1,1,-0.5000000000000004,0.8660254037844384,521.0,260.5,260.5,260.5,72.40263383707999,2865.5,1042.0,6626.025900000001,1042.0,4,2081.82611754,1703.717017208413,4,1,38,12,11,2,2,3
Public Event & Gathering Risk,Sanitation,Ward_13,Kolkata,West Bengal,2020-06-28,2020,6,Sunday,Critical,Market,Weekend,Monsoon,527.0,529492.0,22.5726,88.3639,513.3,6.24280675278087,0.9694,13.179675223917329,6,1,1,2,26,0,0,1.2246467991473532e-16,-1.0,513.3,513.3,0.0,0.0,82.27816548732982,3079.8,1026.6,11586.51558,2566.5,5,1994.60296914,1029.539179467237,1,2,4,8,12,2,4,0
Festival Crowd Waste Risk,Crowd Management,Ward_26,Pathanamthitta,Kerala,2017-12-01,2017,12,Friday,Low,Residential,Public Event,Summer,138.0,488732.0,9.2648,76.787,150.5,5.020585624949424,0.3079,13.099571607068087,4,0,0,4,48,1,1,-2.4492935982947064e-16,1.0,0.0,0.0,150.5,150.5,65.76752090344166,1806.0,602.0,1394.3524,301.0,2,711.4161976,3225.953795379538,0,0,18,11,5,3,2,2
Public Event & Gathering Risk,Traffic,Ward_26,Prayagraj,Uttar Pradesh,2016-03-17,2016,3,Thursday,Critical,Residential,Weekend,Winter,569.0,241063.0,25.4358,81.8463,568.1,6.344056165609079,2.3566,12.392817737383908,3,0,2,1,11,1,1,1.0,6.123233995736766e-17,1136.2,0.0,568.1,568.1,78.62073177611992,1704.3000000000002,568.1,14450.07798,568.1,1,2081.82611754,423.5863644350729,1,4,18,12,11,3,4,0
Tourist Season Sanitation Risk,Sanitation,Ward_18,Pune,Maharashtra,2018-08-24,2018,8,Friday,Low,Residential,Public Event,Monsoon,50.0,658566.0,18.5204,73.8567,58.0,4.07753744390572,0.0881,13.397821541382978,4,0,1,3,34,1,0,-0.8660254037844384,-0.5000000000000004,58.0,0.0,58.0,0.0,54.63011900175574,464.0,174.0,1074.1832,174.0,3,1367.85562668,11162.13559322034,3,2,9,13,7,3,2,2
Festival Crowd Waste Risk,Crowd Management,Ward_42,Ahmedabad,Gujarat,2022-11-14,2022,11,Monday,Low,Residential,Tourist,Winter,37.0,775669.0,23.0225,72.5714,24.1,3.2228678461377385,0.0311,13.561482450985684,0,0,2,4,46,1,1,-0.5000000000000004,0.8660254037844384,48.2,0.0,24.1,24.1,43.70686573724297,265.1,96.4,554.84225,168.70000000000002,7,1670.7750565,30903.147410358564,0,0,36,0,2,3,3,2
Public Event & Gathering Risk,Public Safety,Ward_33,Prayagraj,Uttar Pradesh,2021-12-15,2021,12,Wednesday,Low,Event Ground,Public Event,Monsoon,84.0,544499.0,25.4358,81.8463,65.4,4.1956970564823886,0.1201,13.207623221355153,2,0,1,4,50,1,1,-2.4492935982947064e-16,1.0,65.4,0.0,65.4,65.4,55.41518587296826,784.8000000000001,261.6,1663.50132,392.4,6,2081.82611754,8200.286144578313,1,1,26,12,11,1,2,2
Summer Water Service Risk,Solid Waste,Ward_41,Thiruvananthapuram,Kerala,2022-09-23,2022,9,Friday,Medium,Event Ground,Tourist,Summer,200.0,296212.0,8.5241,76.9366,209.8,5.350909816667207,0.7083,12.59883406911674,4,0,0,3,38,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,209.8,0.0,67.41522489899802,1888.2,629.4000000000001,1788.3561800000002,1468.6,7,655.81527206,1405.1802656546488,2,3,35,15,5,1,3,3
Public Event & Gathering Risk,Water Supply,Ward_8,Panaji,Goa,2021-10-21,2021,10,Thursday,Critical,Temple,Festival,Monsoon,536.0,700822.0,15.4909,73.8278,540.5,6.294343066441045,0.7712,13.460010637700467,3,0,1,4,42,1,0,-0.8660254037844386,0.5000000000000001,540.5,0.0,540.5,0.0,84.72192463163266,5405.0,2162.0,8372.83145,3243.0,6,1143.6590670199998,1294.223453370268,1,5,48,10,1,4,0,0
Tourist Season Sanitation Risk,Water Supply,Ward_25,Thiruvananthapuram,Kerala,2018-11-23,2018,11,Friday,Medium,Temple,Festival,Monsoon,228.0,425512.0,8.5241,76.9366,217.2,5.38541207339897,0.5104,12.961050778820276,4,0,1,4,47,1,1,-0.5000000000000004,0.8660254037844384,217.2,0.0,217.2,217.2,69.80059934819585,2389.2,868.8,1851.43452,651.5999999999999,3,655.81527206,1950.100824931256,3,5,17,15,5,4,0,3
Public Event & Gathering Risk,Crowd Management,Ward_16,Hyderabad,Telangana,2021-01-13,2021,1,Wednesday,Critical,Market,No_Event,Monsoon,591.0,282289.0,17.385,78.4867,580.6,6.3657829262193095,2.0568,12.550690190305623,2,0,1,1,2,1,1,0.4999999999999999,0.8660254037844387,580.6,0.0,580.6,580.6,79.8949693257157,580.6,580.6,10093.731000000002,3483.6000000000004,6,1364.4912795,485.3662310866575,1,0,7,4,10,2,1,0
Public Event & Gathering Risk,Traffic,Ward_3,Jaipur,Rajasthan,2020-01-16,2020,1,Thursday,Medium,Commercial,Weekend,Summer,271.0,571545.0,26.9124,75.7873,284.5,5.654242029096065,0.4978,13.25610024891662,3,0,0,1,3,1,1,0.4999999999999999,0.8660254037844387,0.0,0.0,284.5,284.5,74.95319916933515,284.5,284.5,7656.5778,1422.5,5,2039.61813252,2001.908931698774,1,4,22,6,8,0,4,3
Festival Crowd Waste Risk,Traffic,Ward_12,Kochi,Kerala,2018-08-27,2018,8,Monday,Critical,Event Ground,No_Event,Monsoon,582.0,781079.0,9.9312,76.2673,567.7,6.343353054312754,0.7268,13.568432856354434,0,0,1,3,35,1,0,-0.8660254037844384,-0.5000000000000004,567.7,0.0,567.7,0.0,86.06936000159342,4541.6,1703.1,5637.94224,1703.1,3,757.4258097600001,1373.4464568313697,0,4,3,7,5,1,1,0
Weekend Market Congestion Risk,Traffic,Ward_27,Bengaluru,Karnataka,2016-03-16,2016,3,Wednesday,Low,Market,Festival,Monsoon,62.0,257038.0,12.9716,77.5946,81.7,4.415219602029645,0.3179,12.456983103337103,2,0,1,1,11,1,1,1.0,6.123233995736766e-17,81.7,0.0,81.7,81.7,55.00031598000607,245.1,81.7,1059.77972,81.7,1,1006.52611336,3108.0773881499395,4,4,19,1,4,2,0,2
Weekend Market Congestion Risk,Sanitation,Ward_46,Prayagraj,Uttar Pradesh,2022-05-23,2022,5,Monday,Medium,Commercial,No_Event,Summer,236.0,659710.0,25.4358,81.8463,225.2,5.42141956368202,0.3414,13.399557139317816,0,0,0,2,21,0,0,0.4999999999999999,-0.8660254037844387,0.0,0.0,0.0,0.0,72.6446212197727,1126.0,450.4,5728.142159999999,1576.4,7,2081.82611754,2916.4898320070733,4,2,40,12,11,0,1,3
Tourist Season Sanitation Risk,Public Safety,Ward_21,Pune,Maharashtra,2019-12-02,2019,12,Monday,High,Residential,Public Event,Winter,303.0,390478.0,18.5204,73.8567,310.7,5.742041186773292,0.7957,12.875129469607124,0,0,2,4,49,1,1,-2.4492935982947064e-16,1.0,621.4,0.0,310.7,310.7,73.92952369952268,3728.4,1242.8,5754.28828,1242.8,4,1367.85562668,1252.7366057106192,3,1,13,13,7,3,2,1
Public Event & Gathering Risk,Sanitation,Ward_30,Indore,Madhya Pradesh,2021-10-13,2021,10,Wednesday,Medium,Commercial,Festival,Winter,259.0,749571.0,22.7196,75.8577,255.1,5.54556799320548,0.3403,13.52725765595363,2,0,2,4,41,1,0,-0.8660254037844386,0.5000000000000001,510.2,0.0,255.1,0.0,75.01632709270024,2551.0,1020.4,5795.76996,1530.6,6,1723.4566009199998,2926.86841077704,1,2,23,5,6,0,0,3
Festival Crowd Waste Risk,Public Safety,Ward_9,Jaipur,Rajasthan,2016-02-22,2016,2,Monday,Critical,Residential,Tourist,Summer,432.0,347001.0,26.9124,75.7873,439.2,6.087229169092361,1.2657,12.757085822601146,0,0,0,1,8,0,1,0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,439.2,77.65530493195232,878.4,439.2,11819.92608,439.2,1,2039.61813252,788.2803271240346,0,1,49,6,8,3,3,0
Tourist Season Sanitation Risk,Crowd Management,Ward_48,Kochi,Kerala,2024-02-14,2024,2,Wednesday,Critical,Market,No_Event,Winter,588.0,232003.0,9.9312,76.2673,581.5,6.367329185439855,2.5064,12.354509891879127,2,0,2,1,7,0,1,0.8660254037844386,0.5000000000000001,1163.0,0.0,0.0,581.5,78.66523140636735,1163.0,581.5,5774.9928,5233.5,9,757.4258097600001,398.2884120171674,3,0,42,7,5,2,1,0
Tourist Season Sanitation Risk,Solid Waste,Ward_7,Pathanamthitta,Kerala,2021-06-07,2021,6,Monday,Low,Commercial,Tourist,Monsoon,120.0,56972.0,9.2648,76.787,118.0,4.77912349311153,2.0712,10.950332750382357,0,0,1,2,23,0,0,1.2246467991473532e-16,-1.0,118.0,0.0,0.0,0.0,52.3329925047409,708.0,236.0,1093.2464,708.0,6,711.4161976,478.7563025210084,3,3,47,11,5,0,3,2
Weekend Market Congestion Risk,Solid Waste,Ward_1,Thiruvananthapuram,Kerala,2020-11-12,2020,11,Thursday,Critical,Market,No_Event,Monsoon,428.0,438031.0,8.5241,76.9366,428.5,6.06262174142431,0.9782,12.990047246050608,3,0,1,4,46,1,1,-0.5000000000000004,0.8660254037844384,428.5,0.0,428.5,428.5,78.7537428560354,4713.5,1714.0,3652.57685,2142.5,5,655.81527206,1019.86263096624,4,3,0,15,5,2,1,0
Public Event & Gathering Risk,Traffic,Ward_31,Mumbai,Maharashtra,2019-09-10,2019,9,Tuesday,Medium,Residential,Festival,Winter,183.0,415930.0,19.076,72.8777,171.0,5.147494476813453,0.4111,12.938274660101602,1,0,2,3,37,1,0,-1.0,-1.8369701987210294e-16,342.0,0.0,171.0,0.0,66.59969735236845,1539.0,513.0,3261.996,684.0,4,1390.2150052000002,2418.1976744186045,1,4,24,9,7,3,0,3
Public Event & Gathering Risk,Solid Waste,Ward_32,Kochi,Kerala,2022-09-01,2022,9,Thursday,Critical,Commercial,Weekend,Summer,599.0,723689.0,9.9312,76.2673,607.9,6.411654050614528,0.84,13.492118402878416,3,0,0,3,35,1,0,-1.0,-1.8369701987210294e-16,0.0,0.0,607.9,0.0,86.5067956091862,5471.099999999999,1823.7,6037.17648,4255.3,7,757.4258097600001,1188.5186401708,1,3,25,7,5,0,4,0
Summer Water Service Risk,Public Safety,Ward_20,Mumbai,Maharashtra,2017-03-31,2017,3,Friday,Medium,Residential,No_Event,Monsoon,227.0,96495.0,19.076,72.8777,220.8,5.401776074916267,2.2882,11.477256835690769,4,0,1,1,13,1,1,1.0,6.123233995736766e-17,220.8,0.0,220.8,220.8,61.997571380703576,662.4000000000001,220.8,4211.9808,441.6,2,1390.2150052000002,435.0541027953111,2,1,12,9,7,3,1,3
Weekend Market Congestion Risk,Traffic,Ward_28,Delhi,Delhi,2018-02-12,2018,2,Monday,Medium,Commercial,Weekend,Winter,175.0,455505.0,28.6139,77.209,172.3,5.155024196721561,0.3783,13.029164167933486,0,0,2,1,7,0,1,0.8660254037844386,0.5000000000000001,344.6,0.0,0.0,172.3,67.16565654875465,344.6,172.3,4930.174970000001,516.9000000000001,3,2209.2506051,2628.418926716676,4,4,20,3,0,0,4,3
Weekend Market Congestion Risk,Public Safety,Ward_39,Indore,Madhya Pradesh,2016-03-19,2016,3,Saturday,High,Market,Tourist,Monsoon,309.0,651185.0,22.7196,75.8577,297.1,5.697429000684026,0.4562,13.386550594667868,5,1,1,1,11,1,1,1.0,6.123233995736766e-17,297.1,297.1,297.1,297.1,76.2689215771847,891.3000000000001,297.1,6749.993160000001,297.1,1,1723.4566009199998,2184.451526333445,4,1,32,5,6,2,3,1
Public Event & Gathering Risk,Public Safety,Ward_50,Mumbai,Maharashtra,2019-11-27,2019,11,Wednesday,High,Residential,Festival,Monsoon,294.0,236309.0,19.076,72.8777,263.3,5.577084821610244,1.1142,12.37289978136548,2,0,1,4,48,1,1,-0.5000000000000004,0.8660254037844384,263.3,0.0,263.3,263.3,69.00471156995812,2896.3,1053.2,5022.710800000001,1053.2,4,1390.2150052000002,894.0938327657964,1,1,45,9,7,3,0,1
Weekend Market Congestion Risk,Sanitation,Ward_5,Hyderabad,Telangana,2019-12-10,2019,12,Tuesday,Critical,Temple,No_Event,Winter,452.0,249817.0,17.385,78.4867,449.7,6.110801929696603,1.8001,12.428487931723703,1,0,2,4,50,1,1,-2.4492935982947064e-16,1.0,899.4,0.0,449.7,449.7,75.94802803638814,5396.4,1798.8,7818.034500000001,1798.8,4,1364.4912795,554.2866651874862,4,2,44,4,10,4,1,0
Public Event & Gathering Risk,Crowd Management,Ward_40,Mumbai,Maharashtra,2021-10-28,2021,10,Thursday,Medium,Market,No_Event,Summer,275.0,725468.0,19.076,72.8777,304.0,5.720311776607412,0.419,13.494573621241155,3,0,0,4,43,1,0,-0.8660254037844386,0.5000000000000001,0.0,0.0,304.0,0.0,77.19316840588151,3040.0,1216.0,5799.104,1824.0,6,1390.2150052000002,2378.583606557377,1,0,34,9,7,2,1,3
Weekend Market Congestion Risk,Sanitation,Ward_5,Panaji,Goa,2016-08-07,2016,8,Sunday,High,Residential,Public Event,Monsoon,327.0,92598.0,15.4909,73.8278,336.4,5.821269170111868,3.6329,11.43603362143989,6,1,1,3,31,1,0,-0.8660254037844384,-0.5000000000000004,336.4,336.4,336.4,0.0,66.5722299488508,2691.2,1009.2,5211.13876,336.4,1,1143.6590670199998,274.4457617071725,4,2,44,10,1,3,2,1
Tourist Season Sanitation Risk,Solid Waste,Ward_25,Ahmedabad,Gujarat,2019-07-05,2019,7,Friday,Medium,Market,No_Event,Monsoon,169.0,602165.0,23.0225,72.5714,168.8,5.134621273877247,0.2803,13.308288433787908,4,0,1,3,27,0,0,-0.4999999999999997,-0.8660254037844388,168.8,0.0,0.0,0.0,68.3330209110219,1181.6,506.4,3886.198,675.2,4,1670.7750565,3546.3191990577147,3,3,17,0,2,2,1,3
Summer Water Service Risk,Solid Waste,Ward_41,Kolkata,West Bengal,2019-11-07,2019,11,Thursday,Critical,Tourist,Weekend,Monsoon,462.0,706852.0,22.5726,88.3639,458.8,6.130791612329081,0.6491,13.468578002468108,3,0,1,4,45,1,1,-0.5000000000000004,0.8660254037844384,458.8,0.0,458.8,458.8,82.57304504753144,5046.8,1835.2,10356.30888,1835.2,4,1994.60296914,1537.3031752936058,2,3,35,8,12,5,4,0
Public Event & Gathering Risk,Water Supply,Ward_15,Pune,Maharashtra,2023-05-13,2023,5,Saturday,Medium,Tourist,No_Event,Summer,163.0,148791.0,18.5204,73.8567,163.3,5.101694025043223,1.0975,11.910304636494963,5,1,0,2,19,0,0,0.4999999999999999,-0.8660254037844387,0.0,163.3,0.0,0.0,60.76273000045095,816.5,326.6,3024.38132,1306.4,8,1367.85562668,905.6055995130856,1,5,6,13,7,5,1,3
Weekend Market Congestion Risk,Crowd Management,Ward_32,Chennai,Tamil Nadu,2018-05-03,2018,5,Thursday,High,Market,Public Event,Monsoon,298.0,318185.0,13.0827,80.2707,304.6,5.722277057292366,0.9573,12.670391396432048,3,0,1,2,18,0,0,0.4999999999999999,-0.8660254037844387,304.6,0.0,0.0,0.0,72.50348999471768,1523.0,609.2,3984.990420000001,913.8,3,1050.1574868900002,1041.181282722513,4,0,25,2,9,2,2,1
Weekend Market Congestion Risk,Public Safety,Ward_38,Panaji,Goa,2022-01-21,2022,1,Friday,High,Temple,Public Event,Monsoon,322.0,396141.0,15.4909,73.8278,307.8,5.732693818150621,0.777,12.88952801181866,4,0,1,1,3,1,1,0.4999999999999999,0.8660254037844387,307.8,0.0,307.8,307.8,73.8917175522321,307.8,307.8,4768.099020000001,2154.6,7,1143.6590670199998,1282.8400259067355,4,1,31,10,1,4,2,1
Public Event & Gathering Risk,Water Supply,Ward_21,Pathanamthitta,Kerala,2017-10-27,2017,10,Friday,Low,Tourist,No_Event,Winter,81.0,52232.0,9.2648,76.787,94.4,4.558078578454241,1.8073,10.863469758034707,4,0,2,4,43,1,0,-0.8660254037844386,0.5000000000000001,188.8,0.0,94.4,0.0,49.51654879178348,944.0,377.6,874.59712,188.8,2,711.4161976,547.5052410901467,1,5,13,11,5,5,1,2
Weekend Market Congestion Risk,Sanitation,Ward_47,Hyderabad,Telangana,2020-10-14,2020,10,Wednesday,Critical,Tourist,No_Event,Winter,425.0,557636.0,17.385,78.4867,433.6,6.074426067822329,0.7776,13.23146349203762,2,0,2,4,42,1,0,-0.8660254037844386,0.5000000000000001,867.2,0.0,433.6,0.0,80.37354675147277,4336.0,1734.4,7538.136000000001,2168.0,5,1364.4912795,1283.1017027151404,4,2,41,4,10,5,1,0
Summer Water Service Risk,Public Safety,Ward_41,Mumbai,Maharashtra,2020-02-02,2020,2,Sunday,Medium,Temple,Festival,Monsoon,183.0,385113.0,19.076,72.8777,191.6,5.260615499364025,0.4975,12.861294673335918,6,1,1,1,5,0,1,0.8660254037844386,0.5000000000000001,191.6,191.6,0.0,191.6,67.65832610043891,383.2,191.6,3654.9616,958.0,5,1390.2150052000002,1999.5482866043612,2,1,35,9,7,4,0,3
